,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002252.SZ,20211216,6.46,6.48,6.43,6.45,6.45,0.0,0.0,262111.69,169052.489
1,002252.SZ,20211215,6.46,6.48,6.43,6.45,6.46,-0.01,-0.1548,284956.42,184027.349
2,002252.SZ,20211214,6.44,6.49,6.42,6.46,6.46,0.0,0.0,249052.04,160821.581
3,002252.SZ,20211213,6.48,6.51,6.45,6.46,6.47,-0.01,-0.1546,322608.36,208831.711
4,002252.SZ,20211210,6.43,6.48,6.39,6.47,6.43,0.04,0.6221,382638.92,246305.449
5,002252.SZ,20211209,6.37,6.45,6.34,6.43,6.36,0.07,1.1006,336348.17,215700.581
6,002252.SZ,20211208,6.37,6.37,6.33,6.36,6.37,-0.01,-0.157,233916.87,148543.224
7,002252.SZ,20211207,6.38,6.42,6.34,6.37,6.4,-0.03,-0.4688,262757.71,167410.123
8,002252.SZ,20211206,6.45,6.45,6.39,6.4,6.46,-0.06,-0.9288,258298.12,165666.61
9,002252.SZ,20211203,6.49,6.5,6.42,6.46,6.49,-0.03,-0.4622,237165.99,152894.751
10,002252.SZ,20211202,6.46,6.53,6.45,6.49,6.47,0.02,0.3091,210788.51,136865.229
11,002252.SZ,20211201,6.5,6.5,6.45,6.47,6.55,-0.08,-1.2214,288926.73,186976.93
12,002252.SZ,20211130,6.42,6.55,6.41,6.55,6.45,0.1,1.5504,363490.94,235093.213
13,002252.SZ,20211129,6.45,6.58,6.42,6.45,6.39,0.06,0.939,332323.84,215737.743
14,002252.SZ,20211126,6.47,6.49,6.39,6.39,6.51,-0.12,-1.8433,365353.98,234507.997
15,002252.SZ,20211125,6.5,6.53,6.46,6.51,6.48,0.03,0.463,255677.56,166203.982
16,002252.SZ,20211124,6.49,6.52,6.46,6.48,6.5,-0.02,-0.3077,202793.6,131546.734
17,002252.SZ,20211123,6.53,6.56,6.48,6.5,6.53,-0.03,-0.4594,277246.47,180454.796
18,002252.SZ,20211122,6.57,6.58,6.52,6.53,6.56,-0.03,-0.4573,218982.35,143247.476
19,002252.SZ,20211119,6.52,6.57,6.46,6.56,6.54,0.02,0.3058,227405.57,148133.336
20,002252.SZ,20211118,6.68,6.69,6.54,6.54,6.7,-0.16,-2.3881,334003.52,220470.13
21,002252.SZ,20211117,6.72,6.72,6.63,6.7,6.69,0.01,0.1495,203467.29,135910.714
22,002252.SZ,20211116,6.74,6.81,6.66,6.69,6.74,-0.05,-0.7418,286003.12,192081.364
23,002252.SZ,20211115,6.65,6.79,6.64,6.74,6.66,0.08,1.2012,264063.16,177866.002
24,002252.SZ,20211112,6.64,6.68,6.61,6.66,6.64,0.02,0.3012,172193.86,114347.67
25,002252.SZ,20211111,6.64,6.66,6.59,6.64,6.65,-0.01,-0.1504,176754.44,117010.638
26,002252.SZ,20211110,6.53,6.69,6.51,6.65,6.52,0.13,1.9939,231567.69,152705.036
27,002252.SZ,20211109,6.61,6.62,6.48,6.52,6.61,-0.09,-1.3616,211972.31,138733.858
28,002252.SZ,20211108,6.72,6.74,6.6,6.61,6.71,-0.1,-1.4903,180740.02,119825.376
29,002252.SZ,20211105,6.7,6.8,6.66,6.71,6.69,0.02,0.299,147521.06,99176.003
30,002252.SZ,20211104,6.71,6.76,6.65,6.69,6.69,0.0,0.0,139389.74,93299.537
31,002252.SZ,20211103,6.72,6.86,6.65,6.69,6.74,-0.05,-0.7418,195277.22,131399.288
32,002252.SZ,20211102,6.67,6.8,6.62,6.74,6.64,0.1,1.506,294695.94,198289.409
33,002252.SZ,20211101,6.55,6.71,6.53,6.64,6.6,0.04,0.6061,187635.88,124701.098
