,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,688621.SH,20211221,109.01,109.01,104.0,107.22,109.01,-1.79,-1.6421,9513.25,100904.266
1,688621.SH,20211220,115.19,115.79,107.7,109.01,115.19,-6.18,-5.365,7896.43,86830.425
2,688621.SH,20211217,118.45,120.8,113.5,115.19,117.81,-2.62,-2.2239,5186.37,60058.542
3,688621.SH,20211216,117.12,118.9,115.4,117.81,117.09,0.72,0.6149,4485.85,52580.77
4,688621.SH,20211215,123.05,123.97,116.67,117.09,121.94,-4.85,-3.9774,6820.47,81811.169
5,688621.SH,20211214,121.77,122.63,120.01,121.94,122.0,-0.06,-0.0492,3965.66,48155.91
6,688621.SH,20211213,123.99,124.88,120.75,122.0,123.38,-1.38,-1.1185,5752.2,69994.786
7,688621.SH,20211210,126.09,128.05,122.33,123.38,126.95,-3.57,-2.8121,6487.85,80630.767
8,688621.SH,20211209,124.77,129.5,124.16,126.95,124.66,2.29,1.837,6449.44,81985.268
9,688621.SH,20211208,121.51,127.0,120.3,124.66,122.63,2.03,1.6554,6342.56,78467.15
10,688621.SH,20211207,126.6,128.38,121.57,122.63,126.5,-3.87,-3.0593,7079.93,88118.15
11,688621.SH,20211206,127.0,131.27,125.5,126.5,127.5,-1.0,-0.7843,8392.38,107464.778
12,688621.SH,20211203,118.7,128.74,118.7,127.5,119.5,8.0,6.6946,10728.37,134341.289
13,688621.SH,20211202,119.1,121.48,117.53,119.5,120.42,-0.92,-0.764,7464.29,88886.955
14,688621.SH,20211201,125.18,125.98,120.0,120.42,125.18,-4.76,-3.8025,7481.04,91007.963
15,688621.SH,20211130,124.88,127.48,123.02,125.18,124.84,0.34,0.2723,5611.35,70204.599
16,688621.SH,20211129,128.81,130.96,124.63,124.84,127.61,-2.77,-2.1707,8847.73,112173.961
17,688621.SH,20211126,124.25,128.75,123.31,127.61,124.0,3.61,2.9113,11419.36,144403.029
18,688621.SH,20211125,124.23,126.5,121.5,124.0,124.23,-0.23,-0.1851,7596.95,94046.063
19,688621.SH,20211124,119.5,124.62,116.3,124.23,118.02,6.21,5.2618,10912.63,131957.374
20,688621.SH,20211123,117.9,119.48,115.52,118.02,117.77,0.25,0.2123,5562.11,65413.707
21,688621.SH,20211122,118.98,121.99,113.7,117.77,119.02,-1.25,-1.0502,11005.9,128356.18
22,688621.SH,20211119,118.5,120.3,117.8,119.02,118.6,0.42,0.3541,5934.81,70628.775
23,688621.SH,20211118,122.95,124.26,117.77,118.6,124.21,-5.61,-4.5165,10976.91,131881.527
24,688621.SH,20211117,127.77,133.97,122.0,124.21,126.75,-2.54,-2.0039,12024.69,151487.724
25,688621.SH,20211116,123.66,130.48,122.0,126.75,123.8,2.95,2.3829,9999.05,127253.957
26,688621.SH,20211115,120.5,127.5,120.05,123.8,121.0,2.8,2.314,7870.33,98113.218
27,688621.SH,20211112,119.02,123.6,118.36,121.0,119.41,1.59,1.3315,7524.28,91336.799
28,688621.SH,20211111,122.64,128.7,117.5,119.41,121.64,-2.23,-1.8333,13158.22,161095.624
29,688621.SH,20211110,121.9,122.11,118.0,121.64,122.92,-1.28,-1.0413,7743.54,93119.442
30,688621.SH,20211109,120.0,123.97,117.0,122.92,119.18,3.74,3.1381,8580.98,103385.635
31,688621.SH,20211108,118.38,122.3,114.58,119.18,121.0,-1.82,-1.5041,10190.41,119762.827
32,688621.SH,20211105,120.1,125.5,120.0,121.0,122.01,-1.01,-0.8278,9805.45,120003.861
33,688621.SH,20211104,121.88,127.7,121.31,122.01,122.88,-0.87,-0.708,9562.86,119150.769
34,688621.SH,20211103,120.5,123.78,119.0,122.88,119.7,3.18,2.6566,11203.77,136525.972
35,688621.SH,20211102,141.01,141.22,118.66,119.7,141.2,-21.5,-15.2266,31256.45,392674.301
36,688621.SH,20211101,145.21,149.99,141.0,141.2,145.33,-4.13,-2.8418,9853.81,141795.789
37,688621.SH,20211029,137.0,147.97,132.5,145.33,135.01,10.32,7.6439,12600.21,178678.356
38,688621.SH,20211028,139.41,141.8,134.48,135.01,133.12,1.89,1.4198,13451.77,185126.772
39,688621.SH,20211027,131.13,134.32,127.2,133.12,131.02,2.1,1.6028,8558.74,112646.115
40,688621.SH,20211026,131.99,134.44,129.09,131.02,133.5,-2.48,-1.8577,7133.92,93753.359
41,688621.SH,20211025,134.76,138.55,132.25,133.5,134.77,-1.27,-0.9423,7435.5,99944.652
42,688621.SH,20211022,134.9,137.9,128.8,134.77,135.1,-0.33,-0.2443,11188.11,148987.628
43,688621.SH,20211021,140.0,141.88,132.08,135.1,144.0,-8.9,-6.1806,18322.8,249984.062
44,688621.SH,20211020,163.56,164.38,138.61,144.0,163.07,-19.07,-11.6944,24017.77,351300.01
45,688621.SH,20211019,156.74,168.49,156.74,163.07,158.09,4.98,3.1501,12015.92,196998.459
46,688621.SH,20211018,158.4,161.88,153.08,158.09,160.0,-1.91,-1.1938,7788.68,121731.511
47,688621.SH,20211015,163.0,166.9,158.0,160.0,163.3,-3.3,-2.0208,7795.35,125904.518
48,688621.SH,20211014,166.0,167.98,157.25,163.3,166.0,-2.7,-1.6265,10054.59,162665.683
49,688621.SH,20211013,159.28,169.83,159.27,166.0,159.0,7.0,4.4025,10041.02,166261.539
50,688621.SH,20211012,158.0,164.26,153.66,159.0,159.61,-0.61,-0.3822,11527.28,183583.669
51,688621.SH,20211011,179.0,185.88,156.7,159.61,181.96,-22.35,-12.2829,19234.27,322180.255
52,688621.SH,20211008,182.6,188.0,175.0,181.96,182.52,-0.56,-0.3068,13936.21,251339.054
53,688621.SH,20210930,152.81,182.52,152.81,182.52,152.1,30.42,20.0,18402.87,315161.984
54,688621.SH,20210929,156.55,161.9,150.01,152.1,159.7,-7.6,-4.7589,10573.43,164095.35
55,688621.SH,20210928,149.11,168.98,146.2,159.7,152.12,7.58,4.9829,14810.21,237001.682
56,688621.SH,20210927,161.72,166.47,150.01,152.12,161.72,-9.6,-5.9362,14885.32,233175.204
57,688621.SH,20210924,147.89,165.64,147.89,161.72,147.89,13.83,9.3515,13436.14,212443.523
58,688621.SH,20210923,147.55,153.5,141.79,147.89,147.0,0.89,0.6054,9643.77,142286.531
59,688621.SH,20210922,144.7,151.0,140.22,147.0,144.7,2.3,1.5895,13065.22,191027.347
60,688621.SH,20210917,136.2,163.0,133.55,144.7,137.55,7.15,5.1981,18515.01,267851.163
61,688621.SH,20210916,129.18,142.88,129.06,137.55,131.31,6.24,4.7521,15991.01,216266.241
62,688621.SH,20210915,112.48,131.53,109.05,131.31,112.8,18.51,16.4096,19924.84,245525.21
63,688621.SH,20210914,108.33,113.28,108.33,112.8,108.5,4.3,3.9631,10082.86,112652.084
64,688621.SH,20210913,108.44,110.38,105.0,108.5,109.01,-0.51,-0.4678,4748.51,51227.433
65,688621.SH,20210910,109.11,113.0,107.02,109.01,109.77,-0.76,-0.6924,4888.45,53286.563
66,688621.SH,20210909,107.0,110.89,106.26,109.77,107.61,2.16,2.0072,6048.58,66237.763
67,688621.SH,20210908,113.15,113.15,107.1,107.61,113.82,-6.21,-5.456,8962.31,97700.437
68,688621.SH,20210907,112.35,115.01,109.5,113.82,113.38,0.44,0.3881,8537.67,96017.078
69,688621.SH,20210906,101.11,115.85,101.11,113.38,102.92,10.46,10.1632,14213.0,156299.966
70,688621.SH,20210903,102.05,104.85,101.0,102.92,102.25,0.67,0.6553,6367.9,65460.185
71,688621.SH,20210902,103.0,107.69,100.66,102.25,105.9,-3.65,-3.4466,9753.42,100768.864
72,688621.SH,20210901,106.67,110.36,104.24,105.9,106.67,-0.77,-0.7219,8662.73,92660.379
73,688621.SH,20210831,106.0,110.77,104.13,106.67,107.3,-0.63,-0.5871,9523.9,102257.972
74,688621.SH,20210830,111.2,112.5,104.0,107.3,111.8,-4.5,-4.025,15047.03,161525.337
75,688621.SH,20210827,111.68,116.96,110.15,111.8,113.35,-1.55,-1.3674,10378.58,117244.859
76,688621.SH,20210826,118.52,118.52,110.85,113.35,117.91,-4.56,-3.8674,15402.25,175500.206
77,688621.SH,20210825,111.2,122.12,110.88,117.91,112.0,5.91,5.2768,17929.22,211964.579
78,688621.SH,20210824,114.52,117.98,107.0,112.0,115.0,-3.0,-2.6087,21876.17,242800.782
79,688621.SH,20210823,106.43,116.0,102.0,115.0,105.0,10.0,9.5238,24202.7,267156.684
80,688621.SH,20210820,102.0,110.11,100.0,105.0,96.88,8.12,8.3815,29432.53,309210.005
81,688621.SH,20210819,93.26,97.5,88.51,96.88,92.3,4.58,4.9621,14870.05,139081.052
82,688621.SH,20210818,90.06,95.88,89.25,92.3,90.06,2.24,2.4872,13018.41,121740.403
83,688621.SH,20210817,97.35,99.88,89.49,90.06,98.78,-8.72,-8.8277,18155.59,170508.415
84,688621.SH,20210816,93.01,99.49,92.0,98.78,94.59,4.19,4.4296,19922.33,192162.588
85,688621.SH,20210813,89.0,95.03,87.62,94.59,88.01,6.58,7.4764,22930.67,212660.082
86,688621.SH,20210812,81.0,88.5,80.29,88.01,81.02,6.99,8.6275,15782.87,135041.716
87,688621.SH,20210811,79.5,82.4,78.01,81.02,77.92,3.1,3.9784,9384.23,75609.397
88,688621.SH,20210810,78.54,79.4,77.44,77.92,78.62,-0.7,-0.8904,4163.43,32570.821
89,688621.SH,20210809,76.62,79.39,75.0,78.62,76.62,2.0,2.6103,7216.43,56294.854
90,688621.SH,20210806,81.54,82.0,76.0,76.62,80.71,-4.09,-5.0675,8988.12,70291.093
91,688621.SH,20210805,76.8,82.82,76.1,80.71,77.3,3.41,4.4114,11887.54,94622.508
92,688621.SH,20210804,77.79,79.35,74.7,77.3,77.78,-0.48,-0.6171,6939.03,53558.712
93,688621.SH,20210803,75.48,79.44,75.48,77.78,76.27,1.51,1.9798,7959.0,62189.111
94,688621.SH,20210802,76.0,77.0,74.3,76.27,76.77,-0.5,-0.6513,5514.33,41775.9
95,688621.SH,20210730,74.0,76.8,73.4,76.77,74.7,2.07,2.7711,5420.63,41092.777
96,688621.SH,20210729,75.0,76.48,74.0,74.7,74.08,0.62,0.8369,5672.68,42677.738
97,688621.SH,20210728,72.85,75.92,70.66,74.08,72.85,1.23,1.6884,6535.24,48165.483
98,688621.SH,20210727,73.28,74.31,72.0,72.85,73.1,-0.25,-0.342,4299.83,31599.839
99,688621.SH,20210726,75.01,76.15,72.51,73.1,76.03,-2.93,-3.8537,5678.7,42122.646
100,688621.SH,20210723,79.4,80.8,75.0,76.03,79.77,-3.74,-4.6885,9076.45,70230.431
101,688621.SH,20210722,84.97,84.97,79.42,79.77,84.47,-4.7,-5.5641,11596.61,93851.345
102,688621.SH,20210721,82.29,84.98,81.82,84.47,82.25,2.22,2.6991,7226.87,60803.413
103,688621.SH,20210720,81.1,83.3,81.1,82.25,82.1,0.15,0.1827,3465.28,28512.078
104,688621.SH,20210719,81.45,83.3,79.17,82.1,81.39,0.71,0.8723,5142.59,42271.148
105,688621.SH,20210716,80.88,83.46,80.6,81.39,81.85,-0.46,-0.562,6746.36,55321.333
106,688621.SH,20210715,83.59,83.59,80.6,81.85,83.6,-1.75,-2.0933,6938.92,56677.013
107,688621.SH,20210714,81.5,84.56,80.51,83.6,81.98,1.62,1.9761,9252.45,77217.127
108,688621.SH,20210713,83.12,84.84,81.1,81.98,82.65,-0.67,-0.8106,8542.93,70803.355
109,688621.SH,20210712,80.32,83.49,79.12,82.65,79.88,2.77,3.4677,10343.2,84963.576
110,688621.SH,20210709,79.97,81.59,78.66,79.88,80.95,-1.07,-1.3218,9609.34,76942.402
111,688621.SH,20210708,86.06,87.28,80.0,80.95,86.05,-5.1,-5.9268,23484.43,192529.841
112,688621.SH,20210707,85.67,86.72,84.12,86.05,86.0,0.05,0.0581,11399.86,97428.413
113,688621.SH,20210706,93.18,93.88,84.01,86.0,92.19,-6.19,-6.7144,22646.0,198766.158
114,688621.SH,20210705,95.09,97.41,90.5,92.19,96.0,-3.81,-3.9688,16345.03,152954.344
115,688621.SH,20210702,95.5,98.66,92.6,96.0,95.85,0.15,0.1565,21300.91,203439.694
116,688621.SH,20210701,88.6,99.8,87.5,95.85,88.8,7.05,7.9392,35693.67,340279.781
117,688621.SH,20210630,93.66,94.0,87.9,88.8,94.0,-5.2,-5.5319,27152.08,245519.52
118,688621.SH,20210629,95.1,96.5,93.88,94.0,95.1,-1.1,-1.1567,12460.08,118116.226
119,688621.SH,20210628,93.51,97.03,91.42,95.1,94.07,1.03,1.0949,21129.69,199589.006
120,688621.SH,20210625,96.0,99.44,93.61,94.07,95.65,-1.58,-1.6519,26944.95,257901.259
121,688621.SH,20210624,104.21,106.98,94.89,95.65,107.2,-11.55,-10.7743,42717.55,428389.95
122,688621.SH,20210623,117.0,119.1,106.93,107.2,119.05,-11.85,-9.9538,55646.36,623344.744
123,688621.SH,20210622,118.8,123.99,114.0,119.05,120.09,-1.04,-0.866,66585.81,793026.247
124,688621.SH,20210621,131.0,133.0,109.07,120.09,26.89,93.2,346.5972,121559.85,1437726.436
