,0
93,1.5232352949420993
94,1.370725405885612
95,1.3030809442825368
96,1.3218753809789194
97,1.3667480557590146
98,1.3229506034561085
99,1.3336995771091893
100,1.3127294579722522
101,1.3427752841014546
102,1.4175735292049514
103,1.4237766125636928
104,1.479600757583187
105,1.6832391893759953
106,1.584016572741981
107,1.7509738758327367
108,1.8131435714261046
109,1.8439833703037545
110,1.697302874938683
111,1.583555058962316
112,1.5980521617483787
113,1.6449098260302204
114,1.8227613221807746
115,2.1350217971360705
116,2.079854673686023
117,2.1655459142130415
118,2.247904034372777
119,2.3903190593125245
120,2.421618968551013
121,2.2142433765097396
122,2.289965081028277
123,2.1958504845245184
124,2.2741889342426904
125,2.407683872185197
126,2.469837060139631
127,2.389331926399637
128,2.483554313046154
129,2.483554313046154
130,2.3738874489864346
131,2.254934483133084
132,2.1267741272970615
133,1.883258489721548
134,1.824271257168567
135,2.0223686894923887
136,2.1753251435850087
137,1.9521228393973864
138,1.974939859598135
139,2.109711313431635
140,2.1101407156085306
141,2.063869312658726
142,2.0749151902231926
143,1.9575872563992194
144,1.9959411828766753
145,2.0545449953932517
146,2.52552840954188
147,2.557271508817002
148,2.802604187655356
149,3.0201310645740014
150,2.8101884501713137
151,2.781032322604809
152,3.016577857792842
153,3.239028007120886
154,3.1240519899192822
155,2.9259800076000952
156,2.7841488663863556
157,2.967845340010783
158,3.1299386158170224
159,3.126375741068402
160,3.144998038308746
161,3.0367054481230955
162,3.159474107038535
163,3.03083837553768
164,3.292568414782198
165,3.6630245228171496
166,3.6953536660102
167,3.303531867299175
168,3.34113818852085
169,3.392425333815429
170,3.3094079574722928
171,3.4405239771084553
172,3.776575545889603
173,3.747974761829516
174,3.8002692227136263
175,3.5330376124091876
176,3.2565927200862763
177,3.490399376912983
178,3.4511504697892796
179,3.9322008879802155
180,3.804259653140684
181,5.925925044843841
182,6.866358539315369
183,6.478885824771771
184,6.70046091338165
185,6.261800331383618
186,5.132298372874548
187,4.9364194229466865
188,4.568607779668306
189,4.929580408590155
190,4.730162666583732
191,4.404089322999706
192,4.419829549583561
193,3.9496282161626564
194,3.8521129610592193
195,4.241755819937707
196,4.61377866644044
197,4.106026061916547
198,4.300938488935903
199,3.6404632974142253
200,3.8185979938385626
201,3.4969730478154597
202,3.459167933785022
203,3.242066230560387
204,2.670548145044934
205,2.637362775002304
206,2.595499230439873
207,2.3801847347041503
208,2.5213408846150305
209,2.6918230084857973
210,2.6677173792301128
211,2.5070985620223
212,2.529528303893234
213,2.7611206730496813
214,2.6988955881653753
215,2.990756647469179
216,3.1974844972393837
217,2.995420031207065
218,2.8182715347378298
219,2.738853228130925
220,3.3092234485275425
221,3.231957166465472
222,3.063849468787188
223,2.6725912385806465
224,2.638846399709679
225,2.390260306927827
226,2.2821047898231823
227,2.451236995894187
228,2.0672350426410304
229,2.0103109505212413
230,1.941586257711482
231,1.9036090203968319
232,1.7938995811434768
233,1.9158011657162657
234,1.7075595514811917
235,1.7709106155481835
236,1.9664173145953607
237,1.9204872674672309
238,1.7649527635926485
239,1.8433270178962693
240,1.9720227140198416
241,2.033736084871103
242,1.9647093291592406
243,1.8844427222351015
244,1.8192223986887313
245,1.8190964440123167
246,2.014486070231178
247,2.025922422092953
248,1.8020544128782787
249,1.799537173766085
250,1.7159183091812995
251,1.6820387823370413
252,1.6503595762794248
253,1.6018335812432472
254,1.4620710826735142
255,1.5306240934824413
256,1.4767369508169699
257,1.5789725858735293
258,1.641784961841105
259,1.6168448003934603
260,1.710581256788214
261,1.6782989643260604
262,1.7767330275733477
263,1.8594806166289213
264,1.8524870189432998
265,1.8858016103741433
266,1.8922813303179045
267,2.4241941156843128
268,2.323262852190196
269,2.1200416200612944
270,2.1891042573953317
271,2.2741568763060536
272,2.2213433244809266
273,2.2967747542451002
274,2.340174775496418
275,2.1990022623782512
276,2.0944532923621666
277,2.3518369731511886
278,2.4620228711441015
279,2.3700401281628753
280,2.2959881775301745
281,2.199517963474036
282,2.2430483150086715
283,2.2882440211259087
284,2.0788052843101257
285,2.027433095295346
286,2.049219270790542
287,2.0293942610398403
288,2.021496735020038
289,1.9819742900789055
290,1.8857610701089544
291,1.9432558346015867
292,2.045499756328149
293,2.013417722848833
294,2.3517731603383796
295,2.3869748418277172
296,2.495272774466197
297,2.493287786747439
298,2.417365333592972
299,2.448433127227265
300,2.5217402805718976
301,2.789980028913496
302,2.6998011039722987
303,2.6627756367328175
304,2.572113442533616
305,2.573680848653381
306,2.6509684342939357
307,2.7533457229615785
308,3.020353217975837
309,2.984184228661168
310,2.765267238913824
311,2.6303761540887596
312,2.4745020116242404
313,2.7367424509834954
314,3.0957299349192406
315,3.0978594139850903
316,3.1819967419132356
317,3.9173985734190278
318,3.997105978027257
319,3.9453953561684596
320,3.9233729657281353
321,3.88971189445296
322,3.941495783206702
323,4.073404323927191
324,3.8388543442400938
325,3.794943835273089
326,3.6810288826797297
327,3.642706547528686
328,3.620395148839933
329,4.378792728292652
330,4.036807386939247
331,3.5986485780365887
332,3.649635850399657
