,0
0,0.999731182795699
1,1.105176024214669
2,1.0037420603483913
3,1.0394829814365334
4,1.0340511923950837
5,0.9985980086558236
6,1.1928510798105474
7,1.164426591834205
8,1.1073406066862368
9,1.117563933095441
10,1.2258141473257256
11,1.2944326360960217
12,1.3560392900791218
13,1.475256502902147
14,1.4425063929928477
15,1.4811372202237423
16,1.608237714298855
17,1.5993850598708843
18,1.6520672792638886
19,1.636305801855529
20,1.9703849030676994
21,2.0311741890903168
22,1.8906018333464865
23,1.9281584725342853
24,1.9764230506976548
25,2.0571465034316168
26,2.15029581124545
27,2.062549655376849
28,1.871843360090183
29,1.8562299470160766
30,1.9162199396353916
31,1.9220821784035187
32,1.8800308841063826
33,1.840399371112622
34,1.5761265927575712
35,1.5145300398382282
36,1.5756766295104478
37,1.7016957833771773
38,1.8455010608456714
39,1.8374929801317488
40,1.5482403248049927
41,1.4730400804573214
42,1.4530016155065506
43,1.3469428761575402
44,1.3266582872873034
45,1.2509893938114947
46,1.2509900514148258
47,1.168882416576
48,1.2203174534642232
49,1.1326703435469032
50,1.1995775640733823
51,1.1722649401466618
52,1.1966800745077477
53,1.0639515264588506
54,0.9946213518023841
55,1.0239533487724277
56,1.0101481225755728
57,1.0678049788869641
58,1.2179117490819367
59,1.195736885303134
60,1.1727419452011505
61,1.1627788277905922
62,1.146867117515563
63,1.239111918654085
64,1.3447858374388901
65,1.425008525936492
66,1.3442319366418278
67,1.415875983694474
68,1.3733430397295794
69,1.3868816199216674
70,1.3916953078002279
71,1.3833650312873662
72,1.4092581158971806
73,1.4092581158971806
74,1.3488305090899508
75,1.18934041510972
76,0.9924134823497285
77,1.1704355865228842
78,1.1513222269422951
79,1.1296151931361433
80,1.1053921737378745
81,0.9941988781547747
82,0.9280611845436202
83,1.0739908052856515
84,1.1953664784857423
85,1.1289753701147205
86,1.2057411017411854
87,1.271181154779609
88,1.2925797583495438
89,1.3147398426977188
90,1.3643120007010754
91,1.2949594739987709
92,1.54637254735655
