,ts_code,symbol,name,area,industry
2443,300996.SZ,300996,普联软件,山东,软件服务
2444,300997.SZ,300997,欢乐家,广东,软饮料
2445,300998.SZ,300998,宁波方正,浙江,专用机械
2446,300999.SZ,300999,金龙鱼,上海,食品
2447,301000.SZ,301000,肇民科技,上海,汽车配件
2448,301001.SZ,301001,凯淳股份,上海,互联网
2449,301002.SZ,301002,崧盛股份,深圳,电气设备
2450,301003.SZ,301003,江苏博云,江苏,塑料
2451,301004.SZ,301004,嘉益股份,浙江,家居用品
2452,301005.SZ,301005,超捷股份,上海,汽车配件
2453,301006.SZ,301006,迈拓股份,江苏,电器仪表
2454,301007.SZ,301007,德迈仕,辽宁,汽车配件
2455,301008.SZ,301008,宏昌科技,浙江,家用电器
2456,301009.SZ,301009,可靠股份,浙江,造纸
2457,301010.SZ,301010,晶雪节能,江苏,其他建材
2458,301011.SZ,301011,华立科技,广东,文教休闲
2459,301012.SZ,301012,扬电科技,江苏,电气设备
2460,301013.SZ,301013,利和兴,深圳,专用机械
2461,301015.SZ,301015,百洋医药,山东,医药商业
2462,301016.SZ,301016,雷尔伟,江苏,运输设备
2463,301017.SZ,301017,漱玉平民,山东,医药商业
2464,301018.SZ,301018,申菱环境,广东,专用机械
2465,301019.SZ,301019,宁波色母,浙江,塑料
2466,301020.SZ,301020,密封科技,山东,机械基件
2467,301021.SZ,301021,英诺激光,深圳,元器件
2468,301022.SZ,301022,海泰科,山东,专用机械
2469,301023.SZ,301023,江南奕帆,江苏,电气设备
2470,301024.SZ,301024,霍普股份,上海,建筑工程
2471,301025.SZ,301025,读客文化,上海,出版业
2472,301026.SZ,301026,浩通科技,江苏,小金属
2473,301027.SZ,301027,华蓝集团,广西,建筑工程
2474,301028.SZ,301028,东亚机械,福建,专用机械
2475,301029.SZ,301029,怡合达,广东,机械基件
2476,301030.SZ,301030,仕净科技,江苏,环境保护
2477,301031.SZ,301031,中熔电气,陕西,电气设备
2478,301032.SZ,301032,新柴股份,浙江,机械基件
2479,301033.SZ,301033,迈普医学,广东,医疗保健
2480,301035.SZ,301035,润丰股份,山东,农药化肥
2481,301036.SZ,301036,双乐股份,江苏,染料涂料
2482,301037.SZ,301037,保立佳,上海,化工原料
2483,301038.SZ,301038,深水规院,深圳,建筑工程
2484,301039.SZ,301039,中集车辆,深圳,汽车整车
2485,301040.SZ,301040,中环海陆,江苏,机械基件
2486,301041.SZ,301041,金百泽,深圳,元器件
2487,301042.SZ,301042,安联锐视,广东,电器仪表
2488,301043.SZ,301043,绿岛风,广东,机械基件
2489,301045.SZ,301045,天禄科技,江苏,元器件
2490,301046.SZ,301046,能辉科技,上海,新型电力
2491,301047.SZ,301047,义翘神州,北京,医疗保健
2492,301048.SZ,301048,金鹰重工,湖北,运输设备
2493,301049.SZ,301049,超越科技,安徽,环境保护
2494,301050.SZ,301050,雷电微力,四川,航空
2495,301051.SZ,301051,信濠光电,深圳,元器件
2496,301052.SZ,301052,果麦文化,浙江,出版业
2497,301053.SZ,301053,远信工业,浙江,专用机械
2498,301055.SZ,301055,张小泉,浙江,家居用品
2499,301056.SZ,301056,森赫股份,浙江,运输设备
2500,301057.SZ,301057,汇隆新材,浙江,化工原料
2501,301058.SZ,301058,中粮工科,江苏,建筑工程
2502,301059.SZ,301059,金三江,广东,化工原料
2503,301060.SZ,301060,兰卫医学,上海,医疗保健
2504,301061.SZ,301061,匠心家居,江苏,家居用品
2505,301062.SZ,301062,上海艾录,上海,广告包装
2506,301063.SZ,301063,海锅股份,江苏,电气设备
2507,301065.SZ,301065,本立科技,浙江,化工原料
2508,301066.SZ,301066,万事利,浙江,纺织
2509,301067.SZ,301067,显盈科技,深圳,元器件
2510,301068.SZ,301068,大地海洋,浙江,环境保护
2511,301069.SZ,301069,凯盛新材,山东,化工原料
2512,301070.SZ,301070,开勒股份,上海,机械基件
2513,301071.SZ,301071,力量钻石,河南,矿物制品
2514,301072.SZ,301072,中捷精工,江苏,汽车配件
2515,301073.SZ,301073,君亭酒店,浙江,酒店餐饮
2516,301075.SZ,301075,多瑞医药,西藏,化学制药
2517,301076.SZ,301076,新瀚新材,江苏,化工原料
2518,301077.SZ,301077,星华反光,浙江,化工原料
2519,301078.SZ,301078,孩子王,江苏,其他商业
2520,301079.SZ,301079,邵阳液压,湖南,机械基件
2521,301080.SZ,301080,百普赛斯,北京,医疗保健
2522,301081.SZ,301081,严牌股份,浙江,环境保护
2523,301082.SZ,301082,久盛电气,浙江,电气设备
2524,301083.SZ,301083,百胜智能,江西,专用机械
2525,301085.SZ,301085,亚康股份,北京,软件服务
2526,301086.SZ,301086,鸿富瀚,深圳,元器件
2527,301087.SZ,301087,可孚医疗,湖南,医疗保健
2528,301088.SZ,301088,戎美股份,江苏,服饰
2529,301089.SZ,301089,拓新药业,河南,化学制药
2530,301090.SZ,301090,华润材料,江苏,化工原料
2531,301091.SZ,301091,深城交,深圳,建筑工程
2532,301092.SZ,301092,争光股份,浙江,化工原料
2533,301093.SZ,301093,华兰股份,江苏,医疗保健
2534,301096.SZ,301096,百诚医药,浙江,医疗保健
2535,301098.SZ,301098,金埔园林,江苏,建筑工程
2536,301099.SZ,301099,雅创电子,上海,批发业
2537,301100.SZ,301100,风光股份,辽宁,化工原料
2538,301101.SZ,301101,明月镜片,江苏,元器件
2539,301108.SZ,301108,洁雅股份,安徽,日用化工
2540,301111.SZ,301111,粤万年青,广东,中成药
2541,301113.SZ,301113,雅艺科技,浙江,家居用品
2542,301117.SZ,301117,佳缘科技,四川,软件服务
2543,301118.SZ,301118,恒光股份,湖南,化工原料
2544,301119.SZ,301119,正强股份,浙江,汽车配件
2545,301126.SZ,301126,达嘉维康,湖南,医药商业
2546,301127.SZ,301127,天源环保,湖北,环境保护
2547,301128.SZ,301128,强瑞技术,深圳,专用机械
2548,301129.SZ,301129,瑞纳智能,安徽,电器仪表
2549,301133.SZ,301133,金钟股份,广东,汽车配件
2550,301136.SZ,301136,C招标,福建,建筑工程
2551,301138.SZ,301138,华研精机,广东,专用机械
2552,301149.SZ,301149,隆华新材,山东,化工原料
2553,301155.SZ,301155,海力风电,江苏,电气设备
2554,301158.SZ,301158,德石股份,山东,专用机械
2555,301159.SZ,301159,三维天地,北京,软件服务
2556,301166.SZ,301166,优宁维,上海,医药商业
2557,301167.SZ,301167,建研设计,安徽,建筑工程
2558,301168.SZ,301168,通灵股份,江苏,电气设备
2559,301169.SZ,301169,零点有数,北京,软件服务
2560,301177.SZ,301177,迪阿股份,深圳,服饰
2561,301178.SZ,301178,天亿马,广东,软件服务
2562,301179.SZ,301179,泽宇智能,江苏,软件服务
2563,301180.SZ,301180,万祥科技,江苏,元器件
2564,301182.SZ,301182,凯旺科技,河南,元器件
2565,301185.SZ,301185,鸥玛软件,山东,软件服务
2566,301186.SZ,301186,超达装备,江苏,专用机械
2567,301188.SZ,301188,力诺特玻,山东,玻璃
2568,301189.SZ,301189,奥尼电子,深圳,通信设备
2569,301190.SZ,301190,善水科技,江西,染料涂料
2570,301193.SZ,301193,家联科技,浙江,塑料
2571,301196.SZ,301196,C唯科,福建,专用机械
2572,301198.SZ,301198,喜悦智行,浙江,塑料
2573,301199.SZ,301199,迈赫股份,山东,专用机械
2574,301211.SZ,301211,亨迪药业,湖北,化学制药
2575,301213.SZ,301213,观想科技,四川,软件服务
2576,301221.SZ,301221,光庭信息,湖北,软件服务
2577,430047.BJ,430047,诺思兰德,,
2578,430090.BJ,430090,同辉信息,,
2579,430198.BJ,430198,微创光电,,
2580,430418.BJ,430418,苏轴股份,,
2581,430489.BJ,430489,佳先股份,,
2582,430510.BJ,430510,丰光精密,,
2583,600000.SH,600000,浦发银行,上海,银行
2584,600004.SH,600004,白云机场,广东,机场
2585,600006.SH,600006,东风汽车,湖北,汽车整车
2586,600007.SH,600007,中国国贸,北京,园区开发
2587,600008.SH,600008,首创环保,北京,环境保护
2588,600009.SH,600009,上海机场,上海,机场
2589,600010.SH,600010,包钢股份,内蒙,普钢
2590,600011.SH,600011,华能国际,北京,火力发电
2591,600012.SH,600012,皖通高速,安徽,路桥
2592,600015.SH,600015,华夏银行,北京,银行
2593,600016.SH,600016,民生银行,北京,银行
2594,600017.SH,600017,日照港,山东,港口
2595,600018.SH,600018,上港集团,上海,港口
2596,600019.SH,600019,宝钢股份,上海,普钢
2597,600020.SH,600020,中原高速,河南,路桥
2598,600021.SH,600021,上海电力,上海,火力发电
2599,600022.SH,600022,山东钢铁,山东,普钢
2600,600023.SH,600023,浙能电力,浙江,火力发电
2601,600025.SH,600025,华能水电,云南,水力发电
2602,600026.SH,600026,中远海能,上海,水运
2603,600027.SH,600027,华电国际,山东,火力发电
2604,600028.SH,600028,中国石化,北京,石油加工
2605,600029.SH,600029,南方航空,广东,空运
2606,600030.SH,600030,中信证券,深圳,证券
2607,600031.SH,600031,三一重工,北京,工程机械
2608,600032.SH,600032,浙江新能,浙江,新型电力
2609,600033.SH,600033,福建高速,福建,路桥
2610,600035.SH,600035,楚天高速,湖北,路桥
2611,600036.SH,600036,招商银行,深圳,银行
2612,600037.SH,600037,歌华有线,北京,影视音像
2613,600038.SH,600038,中直股份,黑龙江,航空
2614,600039.SH,600039,四川路桥,四川,建筑工程
2615,600048.SH,600048,保利发展,广东,全国地产
2616,600050.SH,600050,中国联通,北京,电信运营
2617,600051.SH,600051,宁波联合,浙江,综合类
2618,600052.SH,600052,浙江广厦,浙江,影视音像
2619,600053.SH,600053,九鼎投资,江西,多元金融
2620,600054.SH,600054,黄山旅游,安徽,旅游景点
2621,600055.SH,600055,万东医疗,北京,医疗保健
2622,600056.SH,600056,中国医药,北京,医药商业
2623,600057.SH,600057,厦门象屿,福建,仓储物流
2624,600058.SH,600058,五矿发展,北京,商贸代理
2625,600059.SH,600059,古越龙山,浙江,红黄酒
2626,600060.SH,600060,海信视像,山东,家用电器
2627,600061.SH,600061,国投资本,上海,证券
2628,600062.SH,600062,华润双鹤,北京,化学制药
2629,600063.SH,600063,皖维高新,安徽,化纤
2630,600064.SH,600064,南京高科,江苏,园区开发
2631,600066.SH,600066,宇通客车,河南,汽车整车
2632,600067.SH,600067,冠城大通,福建,全国地产
2633,600070.SH,600070,浙江富润,浙江,互联网
2634,600071.SH,600071,凤凰光学,江西,元器件
2635,600072.SH,600072,中船科技,上海,船舶
2636,600073.SH,600073,上海梅林,上海,食品
2637,600075.SH,600075,新疆天业,新疆,化工原料
2638,600076.SH,600076,康欣新材,山东,其他建材
2639,600077.SH,600077,宋都股份,浙江,全国地产
2640,600078.SH,600078,*ST澄星,江苏,化工原料
2641,600079.SH,600079,人福医药,湖北,化学制药
2642,600080.SH,600080,金花股份,陕西,中成药
2643,600081.SH,600081,东风科技,上海,汽车配件
2644,600082.SH,600082,海泰发展,天津,园区开发
2645,600083.SH,600083,*ST博信,江苏,综合类
2646,600084.SH,600084,*ST中葡,新疆,红黄酒
2647,600085.SH,600085,同仁堂,北京,中成药
2648,600088.SH,600088,中视传媒,上海,影视音像
2649,600089.SH,600089,特变电工,新疆,电气设备
2650,600090.SH,600090,*ST济堂,新疆,医药商业
2651,600091.SH,600091,*ST明科,内蒙,化工原料
2652,600093.SH,600093,*ST易见,云南,多元金融
2653,600094.SH,600094,大名城,上海,区域地产
2654,600095.SH,600095,湘财股份,黑龙江,证券
2655,600096.SH,600096,云天化,云南,农药化肥
2656,600097.SH,600097,开创国际,上海,渔业
2657,600098.SH,600098,广州发展,广东,火力发电
2658,600099.SH,600099,林海股份,江苏,汽车整车
2659,600100.SH,600100,同方股份,北京,IT设备
2660,600101.SH,600101,明星电力,四川,水力发电
2661,600103.SH,600103,青山纸业,福建,造纸
2662,600104.SH,600104,上汽集团,上海,汽车整车
2663,600105.SH,600105,永鼎股份,江苏,通信设备
2664,600106.SH,600106,重庆路桥,重庆,路桥
2665,600107.SH,600107,美尔雅,湖北,服饰
2666,600108.SH,600108,亚盛集团,甘肃,农业综合
2667,600109.SH,600109,国金证券,四川,证券
2668,600110.SH,600110,诺德股份,吉林,电气设备
2669,600111.SH,600111,北方稀土,内蒙,小金属
2670,600112.SH,600112,*ST天成,贵州,电气设备
2671,600113.SH,600113,浙江东日,浙江,区域地产
2672,600114.SH,600114,东睦股份,浙江,机械基件
2673,600115.SH,600115,中国东航,上海,空运
2674,600116.SH,600116,三峡水利,重庆,水力发电
2675,600117.SH,600117,西宁特钢,青海,特种钢
2676,600118.SH,600118,中国卫星,北京,航空
2677,600119.SH,600119,长江投资,上海,仓储物流
2678,600120.SH,600120,浙江东方,浙江,多元金融
2679,600121.SH,600121,郑州煤电,河南,煤炭开采
2680,600122.SH,600122,ST宏图,江苏,其他商业
2681,600123.SH,600123,兰花科创,山西,煤炭开采
2682,600125.SH,600125,铁龙物流,辽宁,铁路
2683,600126.SH,600126,杭钢股份,浙江,普钢
2684,600127.SH,600127,金健米业,湖南,农业综合
2685,600128.SH,600128,弘业股份,江苏,商贸代理
2686,600129.SH,600129,太极集团,重庆,中成药
2687,600130.SH,600130,波导股份,浙江,通信设备
2688,600131.SH,600131,国网信通,四川,通信设备
2689,600132.SH,600132,重庆啤酒,重庆,啤酒
2690,600133.SH,600133,东湖高新,湖北,园区开发
2691,600135.SH,600135,乐凯胶片,河北,化工原料
2692,600136.SH,600136,当代文体,湖北,影视音像
2693,600137.SH,600137,浪莎股份,四川,服饰
2694,600138.SH,600138,中青旅,北京,旅游服务
2695,600139.SH,600139,ST西源,四川,综合类
2696,600141.SH,600141,兴发集团,湖北,化工原料
2697,600143.SH,600143,金发科技,广东,塑料
2698,600145.SH,600145,*ST新亿,新疆,房产服务
2699,600146.SH,600146,*ST环球,宁夏,服饰
2700,600148.SH,600148,长春一东,吉林,汽车配件
2701,600149.SH,600149,廊坊发展,河北,综合类
2702,600150.SH,600150,中国船舶,上海,船舶
2703,600151.SH,600151,航天机电,上海,汽车配件
2704,600152.SH,600152,维科技术,浙江,电气设备
2705,600153.SH,600153,建发股份,福建,商贸代理
2706,600155.SH,600155,华创阳安,北京,证券
2707,600156.SH,600156,华升股份,湖南,纺织
2708,600157.SH,600157,永泰能源,山西,火力发电
2709,600158.SH,600158,中体产业,天津,文教休闲
2710,600159.SH,600159,大龙地产,北京,区域地产
2711,600160.SH,600160,巨化股份,浙江,化工原料
2712,600161.SH,600161,天坛生物,北京,生物制药
2713,600162.SH,600162,香江控股,深圳,全国地产
2714,600163.SH,600163,中闽能源,福建,新型电力
2715,600165.SH,600165,新日恒力,宁夏,化工原料
2716,600166.SH,600166,福田汽车,北京,汽车整车
2717,600167.SH,600167,联美控股,辽宁,供气供热
2718,600168.SH,600168,武汉控股,湖北,水务
2719,600169.SH,600169,太原重工,山西,工程机械
2720,600170.SH,600170,上海建工,上海,建筑工程
2721,600171.SH,600171,上海贝岭,上海,半导体
2722,600172.SH,600172,黄河旋风,河南,矿物制品
2723,600173.SH,600173,卧龙地产,浙江,全国地产
2724,600176.SH,600176,中国巨石,浙江,玻璃
2725,600177.SH,600177,雅戈尔,浙江,服饰
2726,600178.SH,600178,东安动力,黑龙江,汽车配件
2727,600179.SH,600179,安通控股,黑龙江,仓储物流
2728,600180.SH,600180,瑞茂通,山东,仓储物流
2729,600182.SH,600182,SST佳通,黑龙江,汽车配件
2730,600183.SH,600183,生益科技,广东,元器件
2731,600184.SH,600184,光电股份,湖北,专用机械
2732,600185.SH,600185,格力地产,广东,区域地产
2733,600186.SH,600186,莲花健康,河南,食品
2734,600187.SH,600187,国中水务,黑龙江,水务
2735,600188.SH,600188,兖矿能源,山东,煤炭开采
2736,600189.SH,600189,泉阳泉,吉林,软饮料
2737,600190.SH,600190,锦州港,辽宁,港口
2738,600191.SH,600191,*ST华资,内蒙,食品
2739,600192.SH,600192,长城电工,甘肃,电气设备
2740,600193.SH,600193,创兴资源,上海,装修装饰
2741,600195.SH,600195,中牧股份,北京,农业综合
2742,600196.SH,600196,复星医药,上海,化学制药
2743,600197.SH,600197,伊力特,新疆,白酒
2744,600198.SH,600198,*ST大唐,北京,通信设备
2745,600199.SH,600199,金种子酒,安徽,白酒
2746,600200.SH,600200,江苏吴中,江苏,化学制药
2747,600201.SH,600201,生物股份,内蒙,农业综合
2748,600202.SH,600202,哈空调,黑龙江,电气设备
2749,600203.SH,600203,福日电子,福建,元器件
2750,600206.SH,600206,有研新材,北京,半导体
2751,600207.SH,600207,安彩高科,河南,供气供热
2752,600208.SH,600208,新湖中宝,浙江,全国地产
2753,600209.SH,600209,*ST罗顿,海南,装修装饰
2754,600210.SH,600210,紫江企业,上海,广告包装
2755,600211.SH,600211,西藏药业,西藏,中成药
2756,600212.SH,600212,江泉实业,山东,综合类
2757,600213.SH,600213,亚星客车,江苏,汽车整车
2758,600215.SH,600215,派斯林,吉林,园区开发
2759,600216.SH,600216,浙江医药,浙江,化学制药
2760,600217.SH,600217,中再资环,陕西,环境保护
2761,600218.SH,600218,全柴动力,安徽,农用机械
2762,600219.SH,600219,南山铝业,山东,铝
2763,600220.SH,600220,江苏阳光,江苏,纺织
2764,600221.SH,600221,*ST海航,海南,空运
2765,600222.SH,600222,太龙药业,河南,中成药
2766,600223.SH,600223,鲁商发展,山东,区域地产
2767,600225.SH,600225,*ST松江,天津,区域地产
2768,600226.SH,600226,ST瀚叶,浙江,互联网
2769,600227.SH,600227,圣济堂,贵州,化学制药
2770,600228.SH,600228,返利科技,江西,互联网
2771,600229.SH,600229,城市传媒,山东,出版业
2772,600230.SH,600230,沧州大化,河北,农药化肥
2773,600231.SH,600231,凌钢股份,辽宁,普钢
2774,600232.SH,600232,金鹰股份,浙江,纺织
2775,600233.SH,600233,圆通速递,辽宁,仓储物流
2776,600234.SH,600234,科新发展,山西,综合类
2777,600235.SH,600235,民丰特纸,浙江,造纸
2778,600236.SH,600236,桂冠电力,广西,水力发电
2779,600237.SH,600237,铜峰电子,安徽,元器件
2780,600238.SH,600238,海南椰岛,海南,红黄酒
2781,600239.SH,600239,*ST云城,云南,区域地产
2782,600241.SH,600241,ST时万,辽宁,电气设备
2783,600242.SH,600242,ST中昌,广东,软件服务
2784,600243.SH,600243,青海华鼎,青海,机床制造
2785,600246.SH,600246,万通发展,北京,区域地产
2786,600248.SH,600248,陕西建工,陕西,建筑工程
2787,600249.SH,600249,两面针,广西,日用化工
2788,600250.SH,600250,南纺股份,江苏,商贸代理
2789,600251.SH,600251,冠农股份,新疆,农业综合
2790,600252.SH,600252,中恒集团,广西,中成药
2791,600255.SH,600255,鑫科材料,安徽,铜
2792,600256.SH,600256,广汇能源,新疆,石油开采
2793,600257.SH,600257,大湖股份,湖南,渔业
2794,600258.SH,600258,首旅酒店,北京,酒店餐饮
2795,600259.SH,600259,广晟有色,海南,小金属
2796,600260.SH,600260,ST凯乐,湖北,通信设备
2797,600261.SH,600261,阳光照明,浙江,家用电器
2798,600262.SH,600262,北方股份,内蒙,汽车整车
2799,600265.SH,600265,*ST景谷,云南,林业
2800,600266.SH,600266,城建发展,北京,区域地产
2801,600267.SH,600267,海正药业,浙江,化学制药
2802,600268.SH,600268,国电南自,江苏,电气设备
2803,600269.SH,600269,赣粤高速,江西,路桥
2804,600271.SH,600271,航天信息,北京,IT设备
2805,600272.SH,600272,开开实业,上海,医药商业
2806,600273.SH,600273,嘉化能源,浙江,化工原料
2807,600275.SH,600275,*ST昌鱼,湖北,农业综合
2808,600276.SH,600276,恒瑞医药,江苏,化学制药
2809,600277.SH,600277,亿利洁能,内蒙,化工原料
2810,600278.SH,600278,东方创业,上海,商贸代理
2811,600279.SH,600279,重庆港,重庆,港口
2812,600280.SH,600280,中央商场,江苏,百货
2813,600281.SH,600281,华阳新材,山西,综合类
2814,600282.SH,600282,南钢股份,江苏,普钢
2815,600283.SH,600283,钱江水利,浙江,水务
2816,600284.SH,600284,浦东建设,上海,建筑工程
2817,600285.SH,600285,羚锐制药,河南,中成药
2818,600287.SH,600287,江苏舜天,江苏,商贸代理
2819,600288.SH,600288,大恒科技,北京,软件服务
2820,600289.SH,600289,ST信通,黑龙江,软件服务
2821,600290.SH,600290,ST华仪,浙江,电气设备
2822,600291.SH,600291,*ST西水,内蒙,保险
2823,600292.SH,600292,远达环保,重庆,环境保护
2824,600293.SH,600293,三峡新材,湖北,玻璃
2825,600295.SH,600295,鄂尔多斯,内蒙,特种钢
2826,600297.SH,600297,广汇汽车,辽宁,汽车服务
2827,600298.SH,600298,安琪酵母,湖北,食品
2828,600299.SH,600299,安迪苏,北京,化学制药
2829,600300.SH,600300,ST维维,江苏,软饮料
2830,600301.SH,600301,*ST南化,广西,商贸代理
2831,600302.SH,600302,标准股份,陕西,纺织机械
2832,600303.SH,600303,曙光股份,辽宁,汽车整车
2833,600305.SH,600305,恒顺醋业,江苏,食品
2834,600306.SH,600306,*ST商城,辽宁,百货
2835,600307.SH,600307,酒钢宏兴,甘肃,普钢
2836,600308.SH,600308,华泰股份,山东,造纸
2837,600309.SH,600309,万华化学,山东,化工原料
2838,600310.SH,600310,桂东电力,广西,水力发电
2839,600311.SH,600311,ST荣华,甘肃,黄金
2840,600312.SH,600312,平高电气,河南,电气设备
2841,600313.SH,600313,农发种业,北京,种植业
2842,600315.SH,600315,上海家化,上海,日用化工
2843,600316.SH,600316,洪都航空,江西,航空
2844,600318.SH,600318,新力金融,安徽,多元金融
2845,600319.SH,600319,*ST亚星,山东,化工原料
2846,600320.SH,600320,振华重工,上海,工程机械
2847,600321.SH,600321,正源股份,四川,其他建材
2848,600322.SH,600322,天房发展,天津,区域地产
2849,600323.SH,600323,瀚蓝环境,广东,环境保护
2850,600325.SH,600325,华发股份,广东,区域地产
2851,600326.SH,600326,西藏天路,西藏,水泥
2852,600327.SH,600327,大东方,江苏,汽车服务
2853,600328.SH,600328,中盐化工,内蒙,化工原料
2854,600329.SH,600329,中新药业,天津,中成药
2855,600330.SH,600330,天通股份,浙江,元器件
2856,600331.SH,600331,宏达股份,四川,铅锌
2857,600332.SH,600332,白云山,广东,中成药
2858,600333.SH,600333,长春燃气,吉林,供气供热
2859,600335.SH,600335,国机汽车,天津,汽车配件
2860,600336.SH,600336,澳柯玛,山东,家用电器
2861,600337.SH,600337,美克家居,新疆,家居用品
2862,600338.SH,600338,西藏珠峰,西藏,铅锌
2863,600339.SH,600339,中油工程,新疆,石油加工
2864,600340.SH,600340,华夏幸福,河北,区域地产
2865,600343.SH,600343,航天动力,陕西,航空
2866,600345.SH,600345,长江通信,湖北,通信设备
2867,600346.SH,600346,恒力石化,辽宁,化纤
2868,600348.SH,600348,华阳股份,山西,煤炭开采
2869,600350.SH,600350,山东高速,山东,路桥
2870,600351.SH,600351,亚宝药业,山西,中成药
2871,600352.SH,600352,浙江龙盛,浙江,染料涂料
2872,600353.SH,600353,旭光电子,四川,元器件
2873,600354.SH,600354,敦煌种业,甘肃,种植业
2874,600355.SH,600355,精伦电子,湖北,元器件
2875,600356.SH,600356,恒丰纸业,黑龙江,造纸
2876,600358.SH,600358,国旅联合,江苏,旅游服务
2877,600359.SH,600359,新农开发,新疆,农业综合
2878,600360.SH,600360,华微电子,吉林,半导体
2879,600361.SH,600361,华联综超,北京,超市连锁
2880,600362.SH,600362,江西铜业,江西,铜
2881,600363.SH,600363,联创光电,江西,元器件
2882,600365.SH,600365,ST通葡,吉林,红黄酒
2883,600366.SH,600366,宁波韵升,浙江,矿物制品
2884,600367.SH,600367,红星发展,贵州,化工原料
2885,600368.SH,600368,五洲交通,广西,路桥
2886,600369.SH,600369,西南证券,重庆,证券
2887,600370.SH,600370,三房巷,江苏,化工原料
2888,600371.SH,600371,万向德农,黑龙江,种植业
2889,600372.SH,600372,中航电子,北京,航空
2890,600373.SH,600373,中文传媒,江西,出版业
2891,600375.SH,600375,汉马科技,安徽,汽车整车
2892,600376.SH,600376,首开股份,北京,区域地产
2893,600377.SH,600377,宁沪高速,江苏,路桥
2894,600378.SH,600378,昊华科技,四川,化工原料
2895,600379.SH,600379,宝光股份,陕西,电气设备
2896,600380.SH,600380,健康元,深圳,化学制药
2897,600381.SH,600381,青海春天,青海,医疗保健
2898,600382.SH,600382,*ST广珠,广东,商贸代理
2899,600383.SH,600383,金地集团,深圳,全国地产
2900,600385.SH,600385,*ST金泰,山东,化学制药
2901,600386.SH,600386,北巴传媒,北京,汽车服务
2902,600387.SH,600387,ST海越,浙江,石油贸易
2903,600388.SH,600388,龙净环保,福建,环境保护
2904,600389.SH,600389,江山股份,江苏,农药化肥
2905,600390.SH,600390,五矿资本,湖南,多元金融
2906,600391.SH,600391,航发科技,四川,航空
2907,600392.SH,600392,盛和资源,四川,小金属
2908,600393.SH,600393,ST粤泰,广东,全国地产
2909,600395.SH,600395,盘江股份,贵州,煤炭开采
2910,600396.SH,600396,金山股份,辽宁,火力发电
2911,600397.SH,600397,安源煤业,江西,煤炭开采
2912,600398.SH,600398,海澜之家,江苏,服饰
2913,600399.SH,600399,抚顺特钢,辽宁,特种钢
2914,600400.SH,600400,红豆股份,江苏,服饰
2915,600403.SH,600403,ST大有,河南,煤炭开采
2916,600405.SH,600405,动力源,北京,电气设备
2917,600406.SH,600406,国电南瑞,江苏,电气设备
2918,600408.SH,600408,ST安泰,山西,焦炭加工
2919,600409.SH,600409,三友化工,河北,化工原料
2920,600410.SH,600410,华胜天成,北京,软件服务
2921,600415.SH,600415,小商品城,浙江,商品城
2922,600416.SH,600416,湘电股份,湖南,电气设备
2923,600418.SH,600418,江淮汽车,安徽,汽车整车
2924,600419.SH,600419,天润乳业,新疆,乳制品
2925,600420.SH,600420,国药现代,上海,化学制药
2926,600421.SH,600421,华嵘控股,湖北,综合类
2927,600422.SH,600422,昆药集团,云南,中成药
2928,600423.SH,600423,柳化股份,广西,农药化肥
2929,600425.SH,600425,青松建化,新疆,水泥
2930,600426.SH,600426,华鲁恒升,山东,农药化肥
2931,600428.SH,600428,中远海特,广东,水运
2932,600429.SH,600429,三元股份,北京,乳制品
2933,600433.SH,600433,冠豪高新,广东,造纸
2934,600435.SH,600435,北方导航,北京,专用机械
2935,600436.SH,600436,片仔癀,福建,中成药
2936,600438.SH,600438,通威股份,四川,电气设备
2937,600439.SH,600439,瑞贝卡,河南,服饰
2938,600444.SH,600444,国机通用,安徽,专用机械
2939,600446.SH,600446,金证股份,深圳,软件服务
2940,600448.SH,600448,华纺股份,山东,纺织
2941,600449.SH,600449,宁夏建材,宁夏,水泥
2942,600452.SH,600452,涪陵电力,重庆,水力发电
2943,600455.SH,600455,博通股份,陕西,文教休闲
2944,600456.SH,600456,宝钛股份,陕西,小金属
2945,600458.SH,600458,时代新材,湖南,塑料
2946,600459.SH,600459,贵研铂业,云南,小金属
2947,600460.SH,600460,士兰微,浙江,半导体
2948,600461.SH,600461,洪城环境,江西,水务
2949,600462.SH,600462,ST九有,湖北,广告包装
2950,600463.SH,600463,空港股份,北京,园区开发
2951,600466.SH,600466,蓝光发展,四川,区域地产
2952,600467.SH,600467,好当家,山东,渔业
2953,600468.SH,600468,百利电气,天津,电气设备
2954,600469.SH,600469,风神股份,河南,汽车配件
2955,600470.SH,600470,六国化工,安徽,农药化肥
2956,600475.SH,600475,华光环能,江苏,环境保护
2957,600476.SH,600476,湘邮科技,湖南,软件服务
2958,600477.SH,600477,杭萧钢构,浙江,钢加工
2959,600478.SH,600478,科力远,湖南,元器件
2960,600479.SH,600479,千金药业,湖南,中成药
2961,600480.SH,600480,凌云股份,河北,汽车配件
2962,600481.SH,600481,双良节能,江苏,机械基件
2963,600482.SH,600482,中国动力,河北,船舶
2964,600483.SH,600483,福能股份,福建,火力发电
2965,600486.SH,600486,扬农化工,江苏,农药化肥
2966,600487.SH,600487,亨通光电,江苏,通信设备
2967,600488.SH,600488,天药股份,天津,化学制药
2968,600489.SH,600489,中金黄金,北京,黄金
2969,600490.SH,600490,鹏欣资源,上海,铜
