,ts_code,symbol,name,area,industry
972,002504.SZ,002504,ST弘高,北京,装修装饰
973,002505.SZ,002505,鹏都农牧,湖南,商贸代理
974,002506.SZ,002506,协鑫集成,上海,电气设备
975,002507.SZ,002507,涪陵榨菜,重庆,食品
976,002508.SZ,002508,老板电器,浙江,家用电器
977,002510.SZ,002510,天汽模,天津,汽车配件
978,002511.SZ,002511,中顺洁柔,广东,造纸
979,002512.SZ,002512,达华智能,福建,元器件
980,002513.SZ,002513,蓝丰生化,江苏,农药化肥
981,002514.SZ,002514,宝馨科技,江苏,机械基件
982,002515.SZ,002515,金字火腿,浙江,食品
983,002516.SZ,002516,旷达科技,江苏,汽车配件
984,002517.SZ,002517,恺英网络,福建,互联网
985,002518.SZ,002518,科士达,深圳,电气设备
986,002519.SZ,002519,银河电子,江苏,通信设备
987,002520.SZ,002520,日发精机,浙江,机床制造
988,002521.SZ,002521,齐峰新材,山东,造纸
989,002522.SZ,002522,浙江众成,浙江,塑料
990,002523.SZ,002523,天桥起重,湖南,工程机械
991,002524.SZ,002524,光正眼科,新疆,医疗保健
992,002526.SZ,002526,山东矿机,山东,工程机械
993,002527.SZ,002527,新时达,上海,电器仪表
994,002528.SZ,002528,英飞拓,深圳,IT设备
995,002529.SZ,002529,海源复材,江西,专用机械
996,002530.SZ,002530,金财互联,江苏,软件服务
997,002531.SZ,002531,天顺风能,江苏,电气设备
998,002532.SZ,002532,天山铝业,浙江,铝
999,002533.SZ,002533,金杯电工,湖南,电气设备
1000,002534.SZ,002534,杭锅股份,浙江,专用机械
1001,002535.SZ,002535,ST林重,河南,工程机械
1002,002536.SZ,002536,飞龙股份,河南,汽车配件
1003,002537.SZ,002537,海联金汇,山东,汽车配件
1004,002538.SZ,002538,司尔特,安徽,农药化肥
1005,002539.SZ,002539,云图控股,四川,农药化肥
1006,002540.SZ,002540,亚太科技,江苏,铝
1007,002541.SZ,002541,鸿路钢构,安徽,钢加工
1008,002542.SZ,002542,中化岩土,北京,建筑工程
1009,002543.SZ,002543,万和电气,广东,家用电器
1010,002544.SZ,002544,杰赛科技,广东,通信设备
1011,002545.SZ,002545,东方铁塔,山东,钢加工
1012,002546.SZ,002546,新联电子,江苏,电气设备
1013,002547.SZ,002547,春兴精工,江苏,通信设备
1014,002548.SZ,002548,金新农,深圳,饲料
1015,002549.SZ,002549,凯美特气,湖南,环境保护
1016,002550.SZ,002550,千红制药,江苏,生物制药
1017,002551.SZ,002551,尚荣医疗,深圳,医疗保健
1018,002552.SZ,002552,宝鼎科技,浙江,机械基件
1019,002553.SZ,002553,南方轴承,江苏,汽车配件
1020,002554.SZ,002554,惠博普,湖南,石油开采
1021,002555.SZ,002555,三七互娱,安徽,互联网
1022,002556.SZ,002556,辉隆股份,安徽,农药化肥
1023,002557.SZ,002557,洽洽食品,安徽,食品
1024,002558.SZ,002558,巨人网络,重庆,互联网
1025,002559.SZ,002559,亚威股份,江苏,机床制造
1026,002560.SZ,002560,通达股份,河南,电气设备
1027,002561.SZ,002561,徐家汇,上海,百货
1028,002562.SZ,002562,兄弟科技,浙江,化学制药
1029,002563.SZ,002563,森马服饰,浙江,服饰
1030,002564.SZ,002564,天沃科技,江苏,建筑工程
1031,002565.SZ,002565,顺灏股份,上海,造纸
1032,002566.SZ,002566,益盛药业,吉林,中成药
1033,002567.SZ,002567,唐人神,湖南,饲料
1034,002568.SZ,002568,百润股份,上海,红黄酒
1035,002569.SZ,002569,ST步森,浙江,服饰
1036,002570.SZ,002570,贝因美,浙江,乳制品
1037,002571.SZ,002571,德力股份,安徽,玻璃
1038,002572.SZ,002572,索菲亚,广东,家居用品
1039,002573.SZ,002573,清新环境,北京,环境保护
1040,002574.SZ,002574,明牌珠宝,浙江,服饰
1041,002575.SZ,002575,*ST群兴,广东,文教休闲
1042,002576.SZ,002576,通达动力,江苏,电气设备
1043,002577.SZ,002577,雷柏科技,深圳,IT设备
1044,002578.SZ,002578,闽发铝业,福建,铝
1045,002579.SZ,002579,中京电子,广东,元器件
1046,002580.SZ,002580,圣阳股份,山东,电气设备
1047,002581.SZ,002581,未名医药,山东,生物制药
1048,002582.SZ,002582,好想你,河南,食品
1049,002583.SZ,002583,海能达,深圳,通信设备
1050,002584.SZ,002584,西陇科学,广东,化工原料
1051,002585.SZ,002585,双星新材,江苏,塑料
1052,002586.SZ,002586,*ST围海,浙江,建筑工程
1053,002587.SZ,002587,奥拓电子,深圳,元器件
1054,002588.SZ,002588,史丹利,山东,农药化肥
1055,002589.SZ,002589,瑞康医药,山东,医药商业
1056,002590.SZ,002590,万安科技,浙江,汽车配件
1057,002591.SZ,002591,恒大高新,江西,化工原料
1058,002592.SZ,002592,ST八菱,广西,汽车配件
1059,002593.SZ,002593,日上集团,福建,汽车配件
1060,002594.SZ,002594,比亚迪,深圳,汽车整车
1061,002595.SZ,002595,豪迈科技,山东,专用机械
1062,002596.SZ,002596,海南瑞泽,海南,其他建材
1063,002597.SZ,002597,金禾实业,安徽,食品
1064,002598.SZ,002598,山东章鼓,山东,机械基件
1065,002599.SZ,002599,盛通股份,北京,广告包装
1066,002600.SZ,002600,领益智造,广东,元器件
1067,002601.SZ,002601,龙佰集团,河南,化工原料
1068,002602.SZ,002602,世纪华通,浙江,互联网
1069,002603.SZ,002603,以岭药业,河北,中成药
1070,002605.SZ,002605,姚记科技,上海,互联网
1071,002606.SZ,002606,大连电瓷,辽宁,电气设备
1072,002607.SZ,002607,中公教育,安徽,文教休闲
1073,002608.SZ,002608,江苏国信,江苏,火力发电
1074,002609.SZ,002609,捷顺科技,深圳,软件服务
1075,002610.SZ,002610,爱康科技,江苏,电气设备
1076,002611.SZ,002611,东方精工,广东,轻工机械
1077,002612.SZ,002612,朗姿股份,北京,服饰
1078,002613.SZ,002613,北玻股份,河南,专用机械
1079,002614.SZ,002614,奥佳华,福建,家用电器
1080,002615.SZ,002615,哈尔斯,浙江,家居用品
1081,002616.SZ,002616,长青集团,广东,环境保护
1082,002617.SZ,002617,露笑科技,浙江,电气设备
1083,002618.SZ,002618,*ST丹邦,深圳,元器件
1084,002619.SZ,002619,*ST艾格,浙江,互联网
1085,002620.SZ,002620,瑞和股份,深圳,装修装饰
1086,002621.SZ,002621,美吉姆,辽宁,文教休闲
1087,002622.SZ,002622,融钰集团,吉林,电气设备
1088,002623.SZ,002623,亚玛顿,江苏,玻璃
1089,002624.SZ,002624,完美世界,浙江,影视音像
1090,002625.SZ,002625,光启技术,深圳,航空
1091,002626.SZ,002626,金达威,福建,食品
1092,002627.SZ,002627,三峡旅游,湖北,公共交通
1093,002628.SZ,002628,成都路桥,四川,建筑工程
1094,002629.SZ,002629,仁智股份,浙江,石油开采
1095,002630.SZ,002630,华西能源,四川,专用机械
1096,002631.SZ,002631,德尔未来,江苏,家居用品
1097,002632.SZ,002632,道明光学,浙江,化工原料
1098,002633.SZ,002633,申科股份,浙江,机械基件
1099,002634.SZ,002634,棒杰股份,浙江,服饰
1100,002635.SZ,002635,安洁科技,江苏,IT设备
1101,002636.SZ,002636,金安国纪,上海,元器件
1102,002637.SZ,002637,赞宇科技,浙江,日用化工
1103,002638.SZ,002638,勤上股份,广东,文教休闲
1104,002639.SZ,002639,雪人股份,福建,专用机械
1105,002640.SZ,002640,*ST跨境,山西,互联网
1106,002641.SZ,002641,永高股份,浙江,塑料
1107,002642.SZ,002642,荣联科技,北京,软件服务
1108,002643.SZ,002643,万润股份,山东,化工原料
1109,002644.SZ,002644,佛慈制药,甘肃,中成药
1110,002645.SZ,002645,华宏科技,江苏,专用机械
1111,002646.SZ,002646,青青稞酒,青海,白酒
1112,002647.SZ,002647,仁东控股,浙江,多元金融
1113,002648.SZ,002648,卫星化学,浙江,化工原料
1114,002649.SZ,002649,博彦科技,北京,软件服务
1115,002650.SZ,002650,加加食品,湖南,食品
1116,002651.SZ,002651,利君股份,四川,专用机械
1117,002652.SZ,002652,扬子新材,江苏,其他建材
1118,002653.SZ,002653,海思科,西藏,化学制药
1119,002654.SZ,002654,万润科技,深圳,互联网
1120,002655.SZ,002655,共达电声,山东,元器件
1121,002656.SZ,002656,ST摩登,广东,服饰
1122,002657.SZ,002657,中科金财,北京,软件服务
1123,002658.SZ,002658,雪迪龙,北京,环境保护
1124,002659.SZ,002659,凯文教育,北京,文教休闲
1125,002660.SZ,002660,茂硕电源,深圳,电气设备
1126,002661.SZ,002661,克明食品,湖南,食品
1127,002662.SZ,002662,京威股份,北京,汽车配件
1128,002663.SZ,002663,普邦股份,广东,建筑工程
1129,002664.SZ,002664,长鹰信质,浙江,汽车配件
1130,002665.SZ,002665,首航高科,甘肃,电气设备
1131,002666.SZ,002666,德联集团,广东,化工原料
1132,002667.SZ,002667,鞍重股份,辽宁,工程机械
1133,002668.SZ,002668,ST奥马,广东,家用电器
1134,002669.SZ,002669,康达新材,上海,化工原料
1135,002670.SZ,002670,国盛金控,广东,证券
1136,002671.SZ,002671,龙泉股份,山东,其他建材
1137,002672.SZ,002672,东江环保,深圳,环境保护
1138,002673.SZ,002673,西部证券,陕西,证券
1139,002674.SZ,002674,兴业科技,福建,纺织
1140,002675.SZ,002675,东诚药业,山东,化学制药
1141,002676.SZ,002676,顺威股份,广东,家用电器
1142,002677.SZ,002677,浙江美大,浙江,家用电器
1143,002678.SZ,002678,珠江钢琴,广东,文教休闲
1144,002679.SZ,002679,福建金森,福建,林业
1145,002681.SZ,002681,奋达科技,深圳,家用电器
1146,002682.SZ,002682,龙洲股份,福建,仓储物流
1147,002683.SZ,002683,宏大爆破,广东,化工原料
1148,002684.SZ,002684,*ST猛狮,河南,汽车服务
1149,002685.SZ,002685,华东重机,江苏,工程机械
1150,002686.SZ,002686,亿利达,浙江,专用机械
1151,002687.SZ,002687,乔治白,浙江,服饰
1152,002688.SZ,002688,金河生物,内蒙,化学制药
1153,002689.SZ,002689,远大智能,辽宁,运输设备
1154,002690.SZ,002690,美亚光电,安徽,专用机械
1155,002691.SZ,002691,冀凯股份,河北,专用机械
1156,002692.SZ,002692,ST远程,江苏,电气设备
1157,002693.SZ,002693,双成药业,海南,化学制药
1158,002694.SZ,002694,顾地科技,湖北,塑料
1159,002695.SZ,002695,煌上煌,江西,食品
1160,002696.SZ,002696,百洋股份,广西,渔业
1161,002697.SZ,002697,红旗连锁,四川,超市连锁
1162,002698.SZ,002698,博实股份,黑龙江,化工机械
1163,002699.SZ,002699,美盛文化,浙江,影视音像
1164,002700.SZ,002700,ST浩源,新疆,供气供热
1165,002701.SZ,002701,奥瑞金,北京,广告包装
1166,002702.SZ,002702,海欣食品,福建,食品
1167,002703.SZ,002703,浙江世宝,浙江,汽车配件
1168,002705.SZ,002705,新宝股份,广东,家用电器
1169,002706.SZ,002706,良信股份,上海,电气设备
1170,002707.SZ,002707,众信旅游,北京,旅游服务
1171,002708.SZ,002708,光洋股份,江苏,汽车配件
1172,002709.SZ,002709,天赐材料,广东,化工原料
1173,002712.SZ,002712,思美传媒,浙江,广告包装
1174,002713.SZ,002713,东易日盛,北京,装修装饰
1175,002714.SZ,002714,牧原股份,河南,农业综合
1176,002715.SZ,002715,登云股份,广东,汽车配件
1177,002716.SZ,002716,金贵银业,湖南,小金属
1178,002717.SZ,002717,岭南股份,广东,环境保护
1179,002718.SZ,002718,友邦吊顶,浙江,家居用品
1180,002719.SZ,002719,麦趣尔,新疆,乳制品
1181,002721.SZ,002721,金一文化,北京,服饰
1182,002722.SZ,002722,金轮股份,江苏,纺织机械
1183,002723.SZ,002723,金莱特,广东,家用电器
1184,002724.SZ,002724,海洋王,深圳,半导体
1185,002725.SZ,002725,跃岭股份,浙江,汽车配件
1186,002726.SZ,002726,龙大美食,山东,食品
1187,002727.SZ,002727,一心堂,云南,医药商业
1188,002728.SZ,002728,特一药业,广东,中成药
1189,002729.SZ,002729,好利科技,福建,元器件
1190,002730.SZ,002730,电光科技,浙江,电气设备
1191,002731.SZ,002731,萃华珠宝,辽宁,服饰
1192,002732.SZ,002732,燕塘乳业,广东,乳制品
1193,002733.SZ,002733,雄韬股份,深圳,电气设备
1194,002734.SZ,002734,利民股份,江苏,农药化肥
1195,002735.SZ,002735,王子新材,深圳,塑料
1196,002736.SZ,002736,国信证券,深圳,证券
1197,002737.SZ,002737,葵花药业,黑龙江,中成药
1198,002738.SZ,002738,中矿资源,北京,小金属
1199,002739.SZ,002739,万达电影,北京,影视音像
1200,002740.SZ,002740,爱迪尔,福建,服饰
1201,002741.SZ,002741,光华科技,广东,化工原料
1202,002742.SZ,002742,三圣股份,重庆,其他建材
1203,002743.SZ,002743,富煌钢构,安徽,钢加工
1204,002745.SZ,002745,木林森,广东,电气设备
1205,002746.SZ,002746,仙坛股份,山东,食品
1206,002747.SZ,002747,埃斯顿,江苏,机械基件
1207,002748.SZ,002748,世龙实业,江西,化工原料
1208,002749.SZ,002749,国光股份,四川,农药化肥
1209,002750.SZ,002750,龙津药业,云南,中成药
1210,002751.SZ,002751,易尚展示,深圳,家居用品
1211,002752.SZ,002752,昇兴股份,福建,广告包装
1212,002753.SZ,002753,永东股份,山西,化工原料
1213,002755.SZ,002755,奥赛康,北京,化学制药
1214,002756.SZ,002756,永兴材料,浙江,特种钢
1215,002757.SZ,002757,南兴股份,广东,专用机械
1216,002758.SZ,002758,浙农股份,浙江,医药商业
1217,002759.SZ,002759,天际股份,广东,家用电器
1218,002760.SZ,002760,凤形股份,安徽,机械基件
1219,002761.SZ,002761,浙江建投,浙江,建筑工程
1220,002762.SZ,002762,金发拉比,广东,服饰
1221,002763.SZ,002763,汇洁股份,深圳,服饰
1222,002765.SZ,002765,蓝黛科技,重庆,元器件
1223,002766.SZ,002766,*ST索菱,深圳,汽车配件
1224,002767.SZ,002767,先锋电子,浙江,电器仪表
1225,002768.SZ,002768,国恩股份,山东,塑料
1226,002769.SZ,002769,普路通,深圳,仓储物流
1227,002770.SZ,002770,*ST科迪,河南,乳制品
1228,002771.SZ,002771,真视通,北京,软件服务
1229,002772.SZ,002772,众兴菌业,甘肃,种植业
1230,002773.SZ,002773,康弘药业,四川,化学制药
1231,002774.SZ,002774,快意电梯,广东,运输设备
1232,002775.SZ,002775,文科园林,深圳,建筑工程
1233,002776.SZ,002776,ST柏龙,广东,服饰
1234,002777.SZ,002777,久远银海,四川,软件服务
1235,002778.SZ,002778,中晟高科,江苏,石油加工
1236,002779.SZ,002779,中坚科技,浙江,农用机械
1237,002780.SZ,002780,三夫户外,北京,其他商业
1238,002781.SZ,002781,奇信股份,江西,装修装饰
1239,002782.SZ,002782,可立克,深圳,电气设备
1240,002783.SZ,002783,凯龙股份,湖北,化工原料
1241,002785.SZ,002785,万里石,福建,其他建材
1242,002786.SZ,002786,银宝山新,深圳,专用机械
1243,002787.SZ,002787,华源控股,江苏,广告包装
1244,002788.SZ,002788,鹭燕医药,福建,医药商业
1245,002789.SZ,002789,建艺集团,深圳,装修装饰
1246,002790.SZ,002790,瑞尔特,福建,家居用品
1247,002791.SZ,002791,坚朗五金,广东,其他建材
1248,002792.SZ,002792,通宇通讯,广东,通信设备
1249,002793.SZ,002793,罗欣药业,浙江,化学制药
1250,002795.SZ,002795,永和智控,浙江,机械基件
1251,002796.SZ,002796,世嘉科技,江苏,通信设备
1252,002797.SZ,002797,第一创业,深圳,证券
1253,002798.SZ,002798,帝欧家居,四川,家居用品
1254,002799.SZ,002799,环球印务,陕西,广告包装
1255,002800.SZ,002800,天顺股份,新疆,仓储物流
1256,002801.SZ,002801,微光股份,浙江,电气设备
1257,002802.SZ,002802,洪汇新材,江苏,化工原料
1258,002803.SZ,002803,吉宏股份,福建,互联网
1259,002805.SZ,002805,丰元股份,山东,化工原料
1260,002806.SZ,002806,华锋股份,广东,铝
1261,002807.SZ,002807,江阴银行,江苏,银行
1262,002808.SZ,002808,恒久科技,江苏,元器件
1263,002809.SZ,002809,红墙股份,广东,化工原料
1264,002810.SZ,002810,山东赫达,山东,化工原料
1265,002811.SZ,002811,郑中设计,深圳,装修装饰
1266,002812.SZ,002812,恩捷股份,云南,电气设备
1267,002813.SZ,002813,路畅科技,深圳,汽车配件
1268,002815.SZ,002815,崇达技术,深圳,元器件
1269,002816.SZ,002816,和科达,深圳,专用机械
1270,002817.SZ,002817,黄山胶囊,安徽,化学制药
1271,002818.SZ,002818,富森美,四川,其他商业
1272,002819.SZ,002819,东方中科,北京,电器仪表
1273,002820.SZ,002820,桂发祥,天津,食品
1274,002821.SZ,002821,凯莱英,天津,生物制药
1275,002822.SZ,002822,中装建设,深圳,装修装饰
1276,002823.SZ,002823,凯中精密,深圳,机械基件
1277,002824.SZ,002824,和胜股份,广东,铝
1278,002825.SZ,002825,纳尔股份,上海,化工原料
1279,002826.SZ,002826,易明医药,西藏,中成药
1280,002827.SZ,002827,高争民爆,西藏,化工原料
1281,002828.SZ,002828,贝肯能源,新疆,石油开采
1282,002829.SZ,002829,星网宇达,北京,航空
1283,002830.SZ,002830,名雕股份,深圳,装修装饰
1284,002831.SZ,002831,裕同科技,深圳,广告包装
1285,002832.SZ,002832,比音勒芬,广东,服饰
1286,002833.SZ,002833,弘亚数控,广东,专用机械
1287,002835.SZ,002835,同为股份,深圳,元器件
1288,002836.SZ,002836,新宏泽,广东,广告包装
1289,002837.SZ,002837,英维克,深圳,专用机械
1290,002838.SZ,002838,道恩股份,山东,塑料
1291,002839.SZ,002839,张家港行,江苏,银行
1292,002840.SZ,002840,华统股份,浙江,食品
1293,002841.SZ,002841,视源股份,广东,元器件
1294,002842.SZ,002842,翔鹭钨业,广东,小金属
1295,002843.SZ,002843,泰嘉股份,湖南,钢加工
1296,002845.SZ,002845,同兴达,深圳,元器件
1297,002846.SZ,002846,英联股份,广东,广告包装
1298,002847.SZ,002847,盐津铺子,湖南,食品
1299,002848.SZ,002848,高斯贝尔,湖南,家用电器
1300,002849.SZ,002849,威星智能,浙江,电器仪表
1301,002850.SZ,002850,科达利,深圳,电气设备
1302,002851.SZ,002851,麦格米特,深圳,电气设备
1303,002852.SZ,002852,道道全,湖南,食品
1304,002853.SZ,002853,皮阿诺,广东,家居用品
1305,002855.SZ,002855,捷荣技术,广东,元器件
1306,002856.SZ,002856,美芝股份,深圳,装修装饰
1307,002857.SZ,002857,三晖电气,河南,电器仪表
1308,002858.SZ,002858,力盛赛车,上海,文教休闲
1309,002859.SZ,002859,洁美科技,浙江,元器件
1310,002860.SZ,002860,星帅尔,浙江,家用电器
1311,002861.SZ,002861,瀛通通讯,湖北,通信设备
1312,002862.SZ,002862,实丰文化,广东,文教休闲
1313,002863.SZ,002863,今飞凯达,浙江,汽车配件
1314,002864.SZ,002864,盘龙药业,陕西,中成药
1315,002865.SZ,002865,钧达股份,海南,汽车配件
1316,002866.SZ,002866,传艺科技,江苏,IT设备
1317,002867.SZ,002867,周大生,深圳,服饰
1318,002868.SZ,002868,绿康生化,福建,农业综合
1319,002869.SZ,002869,金溢科技,深圳,通信设备
1320,002870.SZ,002870,香山股份,广东,汽车配件
1321,002871.SZ,002871,伟隆股份,山东,机械基件
1322,002872.SZ,002872,ST天圣,重庆,化学制药
1323,002873.SZ,002873,新天药业,贵州,中成药
1324,002875.SZ,002875,安奈儿,深圳,服饰
1325,002876.SZ,002876,三利谱,深圳,元器件
1326,002877.SZ,002877,智能自控,江苏,电器仪表
1327,002878.SZ,002878,元隆雅图,北京,文教休闲
1328,002879.SZ,002879,长缆科技,湖南,电气设备
1329,002880.SZ,002880,卫光生物,深圳,生物制药
1330,002881.SZ,002881,美格智能,深圳,通信设备
1331,002882.SZ,002882,金龙羽,深圳,电气设备
1332,002883.SZ,002883,中设股份,江苏,建筑工程
1333,002884.SZ,002884,凌霄泵业,广东,专用机械
1334,002885.SZ,002885,京泉华,深圳,元器件
1335,002886.SZ,002886,沃特股份,深圳,塑料
1336,002887.SZ,002887,绿茵生态,天津,环境保护
1337,002888.SZ,002888,惠威科技,广东,元器件
1338,002889.SZ,002889,东方嘉盛,深圳,仓储物流
1339,002890.SZ,002890,弘宇股份,山东,农用机械
1340,002891.SZ,002891,中宠股份,山东,饲料
1341,002892.SZ,002892,科力尔,湖南,电气设备
1342,002893.SZ,002893,华通热力,北京,供气供热
1343,002895.SZ,002895,川恒股份,贵州,化工原料
1344,002896.SZ,002896,中大力德,浙江,机械基件
1345,002897.SZ,002897,意华股份,浙江,元器件
1346,002898.SZ,002898,赛隆药业,广东,化学制药
1347,002899.SZ,002899,英派斯,山东,文教休闲
1348,002900.SZ,002900,哈三联,黑龙江,化学制药
1349,002901.SZ,002901,大博医疗,福建,医疗保健
1350,002902.SZ,002902,铭普光磁,广东,元器件
1351,002903.SZ,002903,宇环数控,湖南,机床制造
1352,002905.SZ,002905,金逸影视,广东,影视音像
1353,002906.SZ,002906,华阳集团,广东,汽车配件
1354,002907.SZ,002907,华森制药,重庆,化学制药
1355,002908.SZ,002908,德生科技,广东,元器件
1356,002909.SZ,002909,集泰股份,广东,化工原料
1357,002910.SZ,002910,庄园牧场,甘肃,乳制品
1358,002911.SZ,002911,佛燃能源,广东,供气供热
1359,002912.SZ,002912,中新赛克,深圳,软件服务
1360,002913.SZ,002913,奥士康,湖南,元器件
1361,002915.SZ,002915,中欣氟材,浙江,化工原料
1362,002916.SZ,002916,深南电路,深圳,元器件
1363,002917.SZ,002917,金奥博,深圳,化工原料
1364,002918.SZ,002918,蒙娜丽莎,广东,其他建材
1365,002919.SZ,002919,名臣健康,广东,日用化工
1366,002920.SZ,002920,德赛西威,广东,汽车配件
1367,002921.SZ,002921,联诚精密,山东,汽车配件
1368,002922.SZ,002922,伊戈尔,广东,电气设备
1369,002923.SZ,002923,润都股份,广东,化学制药
1370,002925.SZ,002925,盈趣科技,福建,元器件
1371,002926.SZ,002926,华西证券,四川,证券
1372,002927.SZ,002927,泰永长征,贵州,电气设备
1373,002928.SZ,002928,华夏航空,贵州,空运
1374,002929.SZ,002929,润建股份,广西,通信设备
1375,002930.SZ,002930,宏川智慧,广东,仓储物流
1376,002931.SZ,002931,锋龙股份,浙江,汽车配件
1377,002932.SZ,002932,明德生物,湖北,医疗保健
1378,002933.SZ,002933,新兴装备,北京,航空
1379,002935.SZ,002935,天奥电子,四川,航空
1380,002936.SZ,002936,郑州银行,河南,银行
1381,002937.SZ,002937,兴瑞科技,浙江,元器件
1382,002938.SZ,002938,鹏鼎控股,深圳,元器件
1383,002939.SZ,002939,长城证券,深圳,证券
1384,002940.SZ,002940,昂利康,浙江,化学制药
1385,002941.SZ,002941,新疆交建,新疆,建筑工程
1386,002942.SZ,002942,新农股份,浙江,农药化肥
1387,002943.SZ,002943,宇晶股份,湖南,机床制造
1388,002945.SZ,002945,华林证券,西藏,证券
1389,002946.SZ,002946,新乳业,四川,乳制品
1390,002947.SZ,002947,恒铭达,江苏,元器件
1391,002948.SZ,002948,青岛银行,山东,银行
1392,002949.SZ,002949,华阳国际,深圳,建筑工程
1393,002950.SZ,002950,奥美医疗,湖北,医疗保健
1394,002951.SZ,002951,金时科技,四川,广告包装
1395,002952.SZ,002952,亚世光电,辽宁,元器件
1396,002953.SZ,002953,日丰股份,广东,电气设备
1397,002955.SZ,002955,鸿合科技,北京,IT设备
1398,002956.SZ,002956,西麦食品,广西,食品
1399,002957.SZ,002957,科瑞技术,深圳,专用机械
1400,002958.SZ,002958,青农商行,山东,银行
1401,002959.SZ,002959,小熊电器,广东,家用电器
1402,002960.SZ,002960,青鸟消防,河北,专用机械
1403,002961.SZ,002961,瑞达期货,福建,多元金融
1404,002962.SZ,002962,五方光电,湖北,元器件
1405,002963.SZ,002963,豪尔赛,北京,装修装饰
1406,002965.SZ,002965,祥鑫科技,广东,汽车配件
1407,002966.SZ,002966,苏州银行,江苏,银行
1408,002967.SZ,002967,广电计量,广东,综合类
1409,002968.SZ,002968,新大正,重庆,房产服务
1410,002969.SZ,002969,嘉美包装,安徽,广告包装
1411,002970.SZ,002970,锐明技术,深圳,通信设备
1412,002971.SZ,002971,和远气体,湖北,化工原料
1413,002972.SZ,002972,科安达,深圳,运输设备
1414,002973.SZ,002973,侨银股份,广东,环境保护
1415,002975.SZ,002975,博杰股份,广东,专用机械
1416,002976.SZ,002976,瑞玛精密,江苏,汽车配件
1417,002977.SZ,002977,天箭科技,四川,通信设备
1418,002978.SZ,002978,安宁股份,四川,小金属
1419,002979.SZ,002979,雷赛智能,深圳,专用机械
1420,002980.SZ,002980,华盛昌,深圳,电器仪表
1421,002981.SZ,002981,朝阳科技,广东,元器件
1422,002982.SZ,002982,湘佳股份,湖南,农业综合
1423,002983.SZ,002983,芯瑞达,安徽,元器件
1424,002984.SZ,002984,森麒麟,山东,汽车配件
1425,002985.SZ,002985,北摩高科,北京,航空
1426,002986.SZ,002986,宇新股份,湖南,化工原料
1427,002987.SZ,002987,京北方,北京,软件服务
1428,002988.SZ,002988,豪美新材,广东,铝
1429,002989.SZ,002989,中天精装,深圳,装修装饰
1430,002990.SZ,002990,盛视科技,深圳,软件服务
1431,002991.SZ,002991,甘源食品,江西,食品
1432,002992.SZ,002992,宝明科技,深圳,元器件
1433,002993.SZ,002993,奥海科技,广东,元器件
1434,002995.SZ,002995,天地在线,北京,互联网
1435,002996.SZ,002996,顺博合金,重庆,铝
1436,002997.SZ,002997,瑞鹄模具,安徽,专用机械
1437,002998.SZ,002998,优彩资源,江苏,化纤
1438,002999.SZ,002999,天禾股份,广东,批发业
1439,003000.SZ,003000,劲仔食品,湖南,食品
1440,003001.SZ,003001,中岩大地,北京,建筑工程
1441,003002.SZ,003002,壶化股份,山西,化工原料
1442,003003.SZ,003003,天元股份,广东,广告包装
1443,003004.SZ,003004,声迅股份,北京,软件服务
1444,003005.SZ,003005,竞业达,北京,软件服务
1445,003006.SZ,003006,百亚股份,重庆,造纸
1446,003007.SZ,003007,直真科技,北京,软件服务
1447,003008.SZ,003008,开普检测,河南,电气设备
1448,003009.SZ,003009,中天火箭,陕西,航空
1449,003010.SZ,003010,若羽臣,广东,互联网
1450,003011.SZ,003011,海象新材,浙江,家居用品
1451,003012.SZ,003012,东鹏控股,广东,陶瓷
1452,003013.SZ,003013,地铁设计,广东,建筑工程
1453,003015.SZ,003015,日久光电,江苏,元器件
1454,003016.SZ,003016,欣贺股份,福建,服饰
1455,003017.SZ,003017,大洋生物,浙江,化工原料
1456,003018.SZ,003018,金富科技,广东,塑料
1457,003019.SZ,003019,宸展光电,福建,元器件
1458,003020.SZ,003020,立方制药,安徽,化学制药
1459,003021.SZ,003021,兆威机电,深圳,元器件
1460,003022.SZ,003022,联泓新科,山东,化工原料
1461,003023.SZ,003023,彩虹集团,四川,家用电器
1462,003025.SZ,003025,思进智能,浙江,机械基件
1463,003026.SZ,003026,中晶科技,浙江,半导体
1464,003027.SZ,003027,同兴环保,安徽,环境保护
1465,003028.SZ,003028,振邦智能,深圳,元器件
1466,003029.SZ,003029,吉大正元,吉林,软件服务
1467,003030.SZ,003030,祖名股份,浙江,食品
1468,003031.SZ,003031,中瓷电子,河北,元器件
1469,003032.SZ,003032,传智教育,江苏,文教休闲
1470,003033.SZ,003033,征和工业,山东,机械基件
1471,003035.SZ,003035,南网能源,广东,新型电力
1472,003036.SZ,003036,泰坦股份,浙江,纺织机械
1473,003037.SZ,003037,三和管桩,广东,水泥
1474,003038.SZ,003038,鑫铂股份,安徽,铝
1475,003039.SZ,003039,顺控发展,广东,水务
1476,003040.SZ,003040,楚天龙,广东,元器件
1477,003041.SZ,003041,真爱美家,浙江,纺织
1478,003042.SZ,003042,中农联合,山东,农药化肥
1479,003043.SZ,003043,华亚智能,江苏,专用机械
1480,003816.SZ,003816,中国广核,深圳,新型电力
1481,300001.SZ,300001,特锐德,山东,电气设备
1482,300002.SZ,300002,神州泰岳,北京,软件服务
1483,300003.SZ,300003,乐普医疗,北京,医疗保健
